candidateId,value,universidad homologada
630665b89fa239004bddcac8,Universidad Nacional Federico Villarreal,universidad nacional federico villarreal
630665b89fa239004bddcad0,Universidad Privada Del Norte - Unp,Universidad Nacional de Piura
630665b89fa239004bddcad0,Colegios Trilce,No Homologada
630665b89fa239004bddcadc,Instituto Superior Sise,No Homologada
630665b89fa239004bddcae5,Universidad Cesar Vallejo,No Homologada
630665b89fa239004bddcaec,Universidad Privada San Juan Bautista,universidad privada san juan bautista s.a.c.
630665b89fa239004bddcaec,Instituto Superior Privado Cimas,No Homologada
630665b89fa239004bddcafb,Universidad Autónoma Del Perú - Ua,Universidad Autónoma del Perú S.A.C.
630665b89fa239004bddcb03,Upn,Universidad Privada del Norte S.A.C.
630665b89fa239004bddcb03,Cibertec,No Homologada
630665b89fa239004bddcb0d,Certus,No Homologada
630665b89fa239004bddcb14,Idat,No Homologada
630665b89fa239004bddcb1b,San Ignacio  De Loyola,universidad san ignacio de loyola s.r.l.
630665b89fa239004bddcb26,Univesidad Jose Carlos Mareategui,No Homologada
630665b89fa239004bddcb32,Universidad Cesar Vallejo,No Homologada
630665b89fa239004bddcb3d,Iestp Maria Rosario Araoz Pinto,No Homologada
630665b89fa239004bddcb48,Senati,No Homologada
630665b89fa239004bddcb54,Certus,No Homologada
630665b89fa239004bddcb5b,Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b89fa239004bddcb5b,Icpna,No Homologada
630665b89fa239004bddcb65,Universidad Alas Peruanas,No Homologada
630665b89fa239004bddcb6d,Instituto Superior Tecnologico Argentina,No Homologada
630665b89fa239004bddcb73,Iestp Peru - Pacifico,No Homologada
630665b89fa239004bddcb7c,Universidad Cesar Vallejo,No Homologada
630665b89fa239004bddcb83,Sise,No Homologada
630665b89fa239004bddcb8c,Universidad Privada Del Norte,universidad privada del norte s.a.c.
630665b89fa239004bddcb8c,Certus,No Homologada
630665b89fa239004bddcb96,Instituto De Formación Bancaria - Ifb,No Homologada
630665b89fa239004bddcb9f,Upn,Universidad Privada del Norte S.A.C.
630665b89fa239004bddcb9f,Cepeban,No Homologada
630665b89fa239004bddcba7,Universidad San Ignacio De Loyola,universidad san ignacio de loyola s.r.l.
630665b89fa239004bddcbb6,Universidad Nacional De Educacion Enrique Guzman Y Valle Une,universidad nacional de educación enrique guzmán y valle
630665b89fa239004bddcbc1,Universidad Privada Del Norte,universidad privada del norte s.a.c.
630665b89fa239004bddcbc1,Cepeban,No Homologada
630665b89fa239004bddcbcb,Certus,No Homologada
630665b89fa239004bddcbd7,Cepeban,No Homologada
630665b89fa239004bddcbd7,John Dewey,No Homologada
630665b89fa239004bddcbde,Universidad Ricardo Palma,universidad ricardo palma
630665b89fa239004bddcbee,Instituto De Emprendedores Usil,No Homologada
630665b89fa239004bddcbf4,Instituto Superior Fundación Pachacutec,No Homologada
630665b89fa239004bddcbfc,Instituto De Formación Bancaria - Ifb,No Homologada
630665b89fa239004bddcc04,Certus,No Homologada
630665b89fa239004bddcc10,Ifb Certus,No Homologada
630665b89fa239004bddcc1a,Certus,No Homologada
630665b89fa239004bddcc27,Universidad Privada Norbert Wiener,universidad privada norbert wiener s.a.
630665b89fa239004bddcc2e,Universidad Peruana De Ciencias Aplicadas - Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b89fa239004bddcc37,Idat,No Homologada
630665b89fa239004bddcc3e,Idat,No Homologada
630665b89fa239004bddcc48,I.e.s.t.p Perú Pacifico,No Homologada
630665b89fa239004bddcc4f,Certus,No Homologada
630665b89fa239004bddcc4f,Cibertec,No Homologada
630665b89fa239004bddcc63,Universidad César Vallejo,No Homologada
630665b89fa239004bddcc6c,Instituto San Ignacio De Loyola,No Homologada
630665b89fa239004bddcc6c,Universidad San Martin De Porres,universidad de san martín de porres
630665b89fa239004bddcc78,Iep Túpac Amaru,No Homologada
630665b89fa239004bddcc7f,Instituto Cibertec,No Homologada
630665b89fa239004bddcc88,Universidad San Martín De Porres,universidad de san martín de porres
630665b89fa239004bddcc92,Universidad Nacional De Cañete,universidad nacional de cañete
630665b89fa239004bddcc9e,Universidad Cesar Vallejo,No Homologada
630665b89fa239004bddcc9e,Adex,No Homologada
630665b89fa239004bddcca8,Zegel Ipae,No Homologada
630665b89fa239004bddccb1,Ifb Certus,No Homologada
630665b89fa239004bddccc0,Instituto De Formación Bancaria Certus,No Homologada
630665b89fa239004bddccc8,Zegel Ipae,No Homologada
630665b89fa239004bddccd1,Cepeban,No Homologada
630665b89fa239004bddccdd,Certus,No Homologada
630665b89fa239004bddccdd,I.e N 0074 Fernando Belaúnde Terry,No Homologada
630665b89fa239004bddcced,Centro Bancario Del Peru,No Homologada
630665b89fa239004bddcced,Instituto Cesca,No Homologada
630665b89fa239004bddccfd,Certus,No Homologada
630665b89fa239004bddcd04,Certus,No Homologada
630665b89fa239004bddcd10,Certus,No Homologada
630665b89fa239004bddcd1a,El Britanico,No Homologada
630665b89fa239004bddcd1a,Universidad Privada Del Norte,universidad privada del norte s.a.c.
630665b89fa239004bddcd23,Instituto De Formación Bancaria - Ifb,No Homologada
630665b89fa239004bddcd2d,Oscar Arteta Terzi,No Homologada
630665b89fa239004bddcd34,Certus,No Homologada
630665b89fa239004bddcd3c,Universidad César Vallejo,No Homologada
630665b89fa239004bddcd43,Certus,No Homologada
630665b89fa239004bddcd4a,Iestp Maria Rosario Araoz Pinto,No Homologada
630665b89fa239004bddcd51,Universidad Andina Del Cusco,universidad andina del cusco
630665b89fa239004bddcd51,Colegio San Francisco De Asis - Cusco,No Homologada
630665b89fa239004bddcd5c,Cibertec,No Homologada
630665b89fa239004bddcd68,Instituto De Formación Bancaria - Ifb,No Homologada
630665b89fa239004bddcd70,Instituto Tecnológico Sise,No Homologada
630665b89fa239004bddcd77,Universidad Cesar Vallejo,No Homologada
630665b89fa239004bddcd77,I.e.p Juan Pablo Peregrino,No Homologada
630665b89fa239004bddcd7e,Universidad Privada Del Norte,universidad privada del norte s.a.c.
630665b89fa239004bddcd85,Telesup,No Homologada
630665b89fa239004bddcd8c,Sise,No Homologada
630665b89fa239004bddcd92,Senati,No Homologada
630665b89fa239004bddcd98,Universidad César Vallejo,No Homologada
630665b89fa239004bddcd98,Cibertec,No Homologada
630665b89fa239004bddcda0,Instituto Financiero,No Homologada
630665b89fa239004bddcda0,Universidad Nacional Del Altiplano,universidad nacional del altiplano
630665b89fa239004bddcda0,Universidad Nacional Del Altiplano,universidad nacional del altiplano
630665b89fa239004bddcdaa,Instituto Superior Tecnológico El Buen Pastor,No Homologada
630665b89fa239004bddcdb1,Ifb Certus,No Homologada
630665b89fa239004bddcdbe,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
630665b89fa239004bddcdc5,Cibertec,No Homologada
630665b89fa239004bddcdc5,Ifb,No Homologada
630665b89fa239004bddcdd0,Universidad Privada Del Norte - Upn,Universidad Privada del Norte S.A.C.
630665b89fa239004bddcdd8,Universidad Cesar Vallejo,No Homologada
630665b89fa239004bddcde0,Instituto De Administración De Empresas,No Homologada
630665b89fa239004bddcde0,I. E. Augusto Salazar Bondy 2023,No Homologada
630665b89fa239004bddcde8,Certus,No Homologada
630665b89fa239004bddcdf0,Certus,No Homologada
630665b89fa239004bddcdf8,Certus,No Homologada
630665b89fa239004bddce03,Sise Instituto,No Homologada
630665b89fa239004bddce0a,Universidad Nacional Micaela Bastidas De Apurimac,universidad nacional micaela bastidas de apurímac
630665b89fa239004bddce10,Unfv,Universidad Nacional Federico Villarreal
630665b89fa239004bddce19,Universidad Privada Del Norte,universidad privada del norte s.a.c.
630665b89fa239004bddce23,Certus,No Homologada
630665b89fa239004bddce23,Certus,No Homologada
630665b89fa239004bddce2b,Computron,No Homologada
630665b89fa239004bddce34,Universidad Privada Del Norte,universidad privada del norte s.a.c.
630665b89fa239004bddce3d,Universidad Católica De Santa María,universidad católica de santa maría
630665b89fa239004bddce44,Cibertec,No Homologada
630665b89fa239004bddce4b,Isil,No Homologada
630665b89fa239004bddce55,Sise,No Homologada
630665b89fa239004bddce62,Universidad De Lima,universidad de lima
630665b89fa239004bddce62,Asociación Cultural Peruano Británico,No Homologada
630665b89fa239004bddce69,Certus,No Homologada
630665b89fa239004bddce71,Universidad Privada Del Norte,universidad privada del norte s.a.c.
630665b89fa239004bddce78,Escuela Isil,No Homologada
630665b89fa239004bddce78,Isil,No Homologada
630665b89fa239004bddce82,Universidad Privada Del Norte,universidad privada del norte s.a.c.
630665b89fa239004bddce8a,Universidad Cesar Vallejo,No Homologada
630665b89fa239004bddce8a,Iestp Euroidiomas  Lits Lima,No Homologada
630665b89fa239004bddce93,María De Los Ángeles Cimas,No Homologada
630665b89fa239004bddce99,Certus,No Homologada
630665b89fa239004bddce99,República De Colombia,No Homologada
630665b89fa239004bddcea2,Certus,No Homologada
630665b89fa239004bddceaa,Universidad Privada Del Norte - Upn,Universidad Privada del Norte S.A.C.
630665b89fa239004bddceb3,Instituto Superior De Formación Bancaria Certus,No Homologada
630665b89fa239004bddcec2,Universidad Cesar Vallejo,No Homologada
630665b89fa239004bddcec8,Instituto Sise,No Homologada
630665b89fa239004bddcecf,Icpna,No Homologada
630665b89fa239004bddcecf,Zegel Ipae,No Homologada
630665b89fa239004bddcede,Instituto De Formacion Bancaria,No Homologada
630665b89fa239004bddcee7,Instituto De Educacion Superior Tecnologico Privado Idatur,No Homologada
630665b89fa239004bddceef,Universidad Privada Del Norte,universidad privada del norte s.a.c.
630665b89fa239004bddcef6,Universidad José Carlos Mariategui,No Homologada
630665b89fa239004bddcef6,I.e.e. Daniel Becerra Ocampo,No Homologada
630665b89fa239004bddcf00,Universidad Cesar Vallejo - Ucv,Universidad César Vallejo S.A.C.
630665b89fa239004bddcf08,Ifb Certus,No Homologada
630665b89fa239004bddcf0e,Universidad Nacional Federico Villareal,universidad nacional federico villarreal
630665b89fa239004bddcf16,Pucp,Pontificia Universidad Católica del Perú
630665b89fa239004bddcf1e,Instituto Superior Sise,No Homologada
630665b89fa239004bddcf2c,Universidad Tecnológica Del Peru,universidad tecnológica del perú s.a.c.
630665b89fa239004bddcf32,Universidad Privada Del Norte,universidad privada del norte s.a.c.
630665b89fa239004bddcf32,Iep Jesús Divino Creador,No Homologada
630665b89fa239004bddcf3a,Universidad Nacional Mayor De San Marcos,universidad nacional mayor de san marcos
630665b89fa239004bddcf40,Universidad Nacional Del Centro Del Perú,universidad nacional del centro del perú
630665b89fa239004bddcf4e,Certus,No Homologada
630665b89fa239004bddcf4e,Icpna,No Homologada
630665b89fa239004bddcf58,Zegel Ipae,No Homologada
630665b89fa239004bddcf5e,Universidad Pivada Del Norte,No Homologada
630665b89fa239004bddcf66,Universidad Roosevelt,No Homologada
630665b89fa239004bddcf71,Certus,No Homologada
630665b89fa239004bddcf7e,Universidad Ricardo Palma,universidad ricardo palma
630665b89fa239004bddcf86,Ifb Certus,No Homologada
630665b89fa239004bddcf8c,Ifb Certus,No Homologada
630665b89fa239004bddcf95,Manuel Scorza Torres,No Homologada
630665b89fa239004bddcfa5,Universidad Privada Del Norte,universidad privada del norte s.a.c.
630665b89fa239004bddcfab,Universidad Antonio Ruiz De Montoya,universidad antonio ruiz de montoya
630665b89fa239004bddcfb1,Autónoma Del Perú,universidad autónoma del perú s.a.c.
630665b89fa239004bddcfb8,Universidad Tecnológica Del Peru,universidad tecnológica del perú s.a.c.
630665b89fa239004bddcfbe,Instituto Superior Sise,No Homologada
630665b89fa239004bddcfc4,Certus,No Homologada
630665b89fa239004bddcfd1,Universidad San Pedro,No Homologada
630665b89fa239004bddcfd7,Sise (independencia),No Homologada
630665b89fa239004bddcfde,Instituto De Formación Bancaria - Certus,No Homologada
630665b89fa239004bddcfe4,Senati,No Homologada
630665b89fa239004bddcfe4,Certus,No Homologada
630665b89fa239004bddcfeb,Universidad Catolica Los Angeles De Chimbote,No Homologada
630665b89fa239004bddcff2,Universidad San Martin De Porres,universidad de san martín de porres
630665b89fa239004bddd001,Iestp Adolfo Vienrich,No Homologada
630665b89fa239004bddd001,Coar - Pasco,No Homologada
630665b89fa239004bddd008,Instituto Nacional Tecnologico Maria Rosario Araoz Pinto,No Homologada
630665b89fa239004bddd00e,Universidad Nacional Mayor De San Marcos,universidad nacional mayor de san marcos
630665b89fa239004bddd01b,Universidad Tecnológica Del Perú - Utp,Universidad Tecnológica del Perú S.A.C.
630665b89fa239004bddd024,Certus,No Homologada
630665b89fa239004bddd02b,Universidad Tecnologica Del Perú,universidad tecnológica del perú s.a.c.
630665b89fa239004bddd032,Universidad Alas Peruanas - Uap,No Homologada
630665b89fa239004bddd03c,Sise,No Homologada
630665b89fa239004bddd03c,Unife,Universidad Femenina del Sagrado Corazón
630665b89fa239004bddd044,Utp,Universidad Tecnológica del Perú S.A.C.
630665b89fa239004bddd04b,Universidad Cesar Vallejo,No Homologada
630665b89fa239004bddd052,Icpna,No Homologada
630665b89fa239004bddd058,I.s.t.p Santiago Antunez De Mayolo - Huancayo,No Homologada
630665b89fa239004bddd060,Certus,No Homologada
630665b89fa239004bddd068,Administracion Bancaria,No Homologada
630665b89fa239004bddd068,I.e Raul Porras Barrenechea,No Homologada
630665b89fa239004bddd074,Instituto Superior San Ignacio De Loyola (isil),No Homologada
630665b89fa239004bddd074,Javier Prado 07,No Homologada
630665b89fa239004bddd07d,Certus,No Homologada
630665b89fa239004bddd088,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
630665b89fa239004bddd08e,Instituto Santa Rosa,No Homologada
630665b89fa239004bddd094,Instituto De Formación Bancaria - Ifb,No Homologada
630665b89fa239004bddd09c,Utp,Universidad Tecnológica del Perú S.A.C.
630665b89fa239004bddd09c,Instituto De Formación Bancaria Ifb,No Homologada
630665b89fa239004bddd0a7,Instituto De Educación Superior Privado Certus,No Homologada
630665b89fa239004bddd0b0,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
630665b89fa239004bddd0b7,Cibertec,No Homologada
630665b89fa239004bddd0bd,Adex,No Homologada
630665b89fa239004bddd0c3,Instituto Zegel Ipae,No Homologada
630665b89fa239004bddd0c3,Universidad Nacional San Luis Gonzaga De Ica - Unica,universidad nacional san luis gonzaga de ica
630665b89fa239004bddd0cc,Universidad De Lima,universidad de lima
630665b89fa239004bddd0d2,Universidad Peruana De Ciencias Aplicadas,universidad peruana de ciencias aplicadas s.a.c.
630665b89fa239004bddd0df,Universidad Nacional Del Callao,universidad nacional del callao
630665b89fa239004bddd0e5,Instituto Sise,No Homologada
630665b89fa239004bddd0ee,Instituto Certus,No Homologada
630665b89fa239004bddd0f5,Ifb Certus,No Homologada
630665b89fa239004bddd100,Ifbcertus,No Homologada
630665b89fa239004bddd108,Idat,No Homologada
630665b89fa239004bddd108,Certus,No Homologada
630665b89fa239004bddd110,Idat,No Homologada
630665b89fa239004bddd116,Escuela Naval,No Homologada
630665b89fa239004bddd122,Columbia,No Homologada
630665b89fa239004bddd12d,Cepeban,No Homologada
630665b89fa239004bddd13d,Certus,No Homologada
630665b89fa239004bddd144,Cetro Aduatel,No Homologada
630665b89fa239004bddd14b,Universidad Peruana De Ciencias Aplicadas,universidad peruana de ciencias aplicadas s.a.c.
630665b89fa239004bddd153,Universidad Privada Del Norte,universidad privada del norte s.a.c.
630665b89fa239004bddd15e,Universidad Privada Del Norte,universidad privada del norte s.a.c.
630665b89fa239004bddd15e,I.e Pnp Martin Esquicha Bernedo,No Homologada
630665b89fa239004bddd168,Ifb Certus,No Homologada
630665b89fa239004bddd174,Universidad San Ignacio De Loyola - Usil,Universidad San Ignacio de Loyola S.R.L.
630665b89fa239004bddd17e,Universidad Nacional San Luis Gonzaga De Ica - Unica,universidad nacional san luis gonzaga de ica
630665b89fa239004bddd192,Universidad Cesar Vallejo,No Homologada
630665b89fa239004bddd192,Universidad Cesar Vallejo - Ucv,Universidad César Vallejo S.A.C.
630665b89fa239004bddd192,Instituto De Formación Bancaria - Ifb,No Homologada
630665b89fa239004bddd192,Santa Magdalena Sofia,No Homologada
630665b89fa239004bddd1a1,Autónoma Del Perú,universidad autónoma del perú s.a.c.
630665b89fa239004bddd1a8,Universidad Tecnologica Del Perú,universidad tecnológica del perú s.a.c.
630665b89fa239004bddd1a8,Instituto Cultural Britanico,No Homologada
630665b89fa239004bddd1af,Universidad San Martín De Porres,universidad de san martín de porres
630665b89fa239004bddd1b5,Universidad Nacional Mayor De San Marcos,universidad nacional mayor de san marcos
630665b89fa239004bddd1bd,Ifb Certus,No Homologada
630665b89fa239004bddd1bd,Ifb Certus,No Homologada
630665b89fa239004bddd1c6,Universidad Ricardo Palma,universidad ricardo palma
630665b89fa239004bddd1d2,Universidad San Ignacio De Loyola,universidad san ignacio de loyola s.r.l.
630665b89fa239004bddd1dc,Universidad Cesar Vallejo,No Homologada
630665b89fa239004bddd1e2,Instituto Certus,No Homologada
630665b89fa239004bddd1e2,Instituto Sise,No Homologada
630665b89fa239004bddd1e2,Sise,No Homologada
630665b89fa239004bddd1eb,Universidad Del Pacífico,universidad del pacífico
630665b89fa239004bddd1f8,Universidad Cesar Vallejo,No Homologada
630665b89fa239004bddd1ff,Universidad Nacional De San Agustín,No Homologada
630665b89fa239004bddd205,Universidad San Ignacio De Loyola,universidad san ignacio de loyola s.r.l.
630665b89fa239004bddd205,Instituto Robert Owen,No Homologada
630665b89fa239004bddd20d,Certus,No Homologada
630665b89fa239004bddd216,Instituto Superior Sise,No Homologada
630665b89fa239004bddd21f,Sabio Antúnez De Mayolo,No Homologada
630665b89fa239004bddd225,Certus,No Homologada
630665b89fa239004bddd22c,Universidad Autónoma Del Perú - Ua,Universidad Autónoma del Perú S.A.C.
630665b89fa239004bddd22c,Camara De Comercio,No Homologada
630665b89fa239004bddd233,Zegel Ipae,No Homologada
630665b89fa239004bddd233,Unimaster,No Homologada
630665b89fa239004bddd23c,Cepeban,No Homologada
630665b89fa239004bddd244,Addis,No Homologada
630665b89fa239004bddd253,Universidad Autónoma Del Perú,universidad autónoma del perú s.a.c.
630665b89fa239004bddd25a,Universidad Privada Del Norte,universidad privada del norte s.a.c.
630665b89fa239004bddd260,Cesar Vallejo,No Homologada
630665b89fa239004bddd260,Ifb Certus,No Homologada
630665b89fa239004bddd268,Universidad Peruana Los Andes,universidad peruana los andes
630665b89fa239004bddd270,Peru Francia,No Homologada
630665b89fa239004bddd283,Universidad Peruana De Ciencias Aplicadas - Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b89fa239004bddd283,Innova Schools,No Homologada
630665b89fa239004bddd28c,Certus,No Homologada
630665b89fa239004bddd293,Administración Bancaria Y Financiera,No Homologada
630665b89fa239004bddd29a,Sise,No Homologada
630665b89fa239004bddd2a6,Zegel Ipae,No Homologada
630665b89fa239004bddd2a6,I.e.p Asunción De Maria,No Homologada
630665b89fa239004bddd2b0,Unife,Universidad Femenina del Sagrado Corazón
630665b89fa239004bddd2b7,Adex,No Homologada
630665b89fa239004bddd2b7,Universidad Privada Telesup,No Homologada
630665b89fa239004bddd2c1,Certus,No Homologada
630665b89fa239004bddd2c8,Cs.economicas,No Homologada
630665b89fa239004bddd2cf,Antenor Orrego Espinoza,No Homologada
630665b89fa239004bddd2d6,Certus,No Homologada
630665b89fa239004bddd2e2,Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b89fa239004bddd2ea,Certus,No Homologada
630665b89fa239004bddd2f2,Pitagoras,No Homologada
630665b89fa239004bddd2fa,Senati,No Homologada
630665b89fa239004bddd30b,Isil,No Homologada
630665b89fa239004bddd30b,Peruano Británico,No Homologada
630665b89fa239004bddd316,Certus,No Homologada
630665b89fa239004bddd31d,Universidad De Extremadura- España,No Homologada
630665b89fa239004bddd31d,Ies Pérez Comendador- España,No Homologada
630665b89fa239004bddd325,Universidad Cesar Vallejo,No Homologada
630665b89fa239004bddd332,Universidad Cesar Vallejo,No Homologada
630665b89fa239004bddd332,Británico,No Homologada
630665b89fa239004bddd33a,Ifb Certus,No Homologada
630665b89fa239004bddd33a,Poussin,No Homologada
630665b89fa239004bddd343,Universidad Cesar Vallejo,No Homologada
630665b89fa239004bddd34c,Certus,No Homologada
630665b89fa239004bddd358,Universidad Cesar Vallejo,No Homologada
630665b89fa239004bddd35f,Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b89fa239004bddd366,Universidad Tecnológica Del Peru,universidad tecnológica del perú s.a.c.
630665b89fa239004bddd371,Instituto San Ignacio De Loyola,No Homologada
630665b89fa239004bddd378,Idat,No Homologada
630665b89fa239004bddd378,Idat,No Homologada
630665b89fa239004bddd382,Instituto Superior Tecnológico - Idat,No Homologada
630665b89fa239004bddd389,Istp Argentina,No Homologada
630665b89fa239004bddd393,Universidad Esan,universidad esan
630665b89fa239004bddd393,Asociación Cultural Peruano Británica (británico),No Homologada
630665b89fa239004bddd39e,Ifb Certus,No Homologada
630665b89fa239004bddd3b7,Universidad Privada Antenor Orrego,universidad privada antenor orrego
630665b89fa239004bddd3c0,Universidad Nacional De La Amazonía Peruana,universidad nacional de la amazonía peruana
630665b89fa239004bddd3c0,Liceo Naval Capitán De Navío Francisco Carrasco Távara,No Homologada
630665b89fa239004bddd3cd,Instituto Superior Certus,No Homologada
630665b89fa239004bddd3d4,Instituto Superior Sise,No Homologada
630665b89fa239004bddd3dc,Universidad Privada Del Norte,universidad privada del norte s.a.c.
630665b89fa239004bddd3e3,Upn,Universidad Privada del Norte S.A.C.
630665b89fa239004bddd3ea,Instituto Continental,No Homologada
630665b89fa239004bddd3f4,Instituto Gilda Liliana Ballivian Rosado,No Homologada
630665b89fa239004bddd3f4,Instituto Sise,No Homologada
630665b89fa239004bddd3fe,Upn,Universidad Privada del Norte S.A.C.
630665b89fa239004bddd3fe,I.e 5097 San Juan Macias,No Homologada
630665b89fa239004bddd40a,Instituto De Formacion Bancaria,No Homologada
630665b89fa239004bddd415,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
630665b89fa239004bddd421,Universidad Cesar Vallejo,No Homologada
630665b89fa239004bddd428,Universidad Cesar Vallejo - Ucv,Universidad César Vallejo S.A.C.
630665b89fa239004bddd431,I.f.b Certus,No Homologada
630665b89fa239004bddd438,Universidad De San Martín De Porres,universidad de san martín de porres
630665b89fa239004bddd445,Universidad Privada Del Norte,universidad privada del norte s.a.c.
630665b89fa239004bddd44c,Instituto Continental,No Homologada
630665b89fa239004bddd453,Instituto San Ignacio De Loyola,No Homologada
630665b89fa239004bddd45a,Universidad De San Martin De Porres - Usmp,universidad de san martín de porres
630665b89fa239004bddd463,Universidad San Martin De Porres,universidad de san martín de porres
630665b89fa239004bddd463,Liceo Naval Germán Astete,No Homologada
630665b89fa239004bddd46c,Certus,No Homologada
630665b89fa239004bddd46c,Intur Peru,No Homologada
630665b89fa239004bddd476,Senati,No Homologada
630665b89fa239004bddd47e,Britanico,No Homologada
630665b89fa239004bddd47e,Isil,No Homologada
630665b89fa239004bddd486,Universidad Continental,No Homologada
630665b89fa239004bddd490,Universidad Esan,universidad esan
630665b89fa239004bddd490,Certus,No Homologada
630665b89fa239004bddd497,Universidad Cesar Vallejo,No Homologada
630665b89fa239004bddd4a0,Idat,No Homologada
630665b89fa239004bddd4a7,Universidad Andina Néstor Cáceres Velásquez - Uancv,No Homologada
630665b89fa239004bddd4b7,Universidad Peruana Unión,universidad peruana unión
630665b89fa239004bddd4bf,Universidad San Ignacio De Loyola,universidad san ignacio de loyola s.r.l.
630665b89fa239004bddd4bf,Universidad Privada Del Norte,universidad privada del norte s.a.c.
630665b89fa239004bddd4bf,I.e.p  Ingenieros Uni,No Homologada
630665b89fa239004bddd4ca,Zegel Ipae,No Homologada
630665b89fa239004bddd4d1,Universidad Cesar Vallejo,No Homologada
630665b89fa239004bddd4d7,Universidad Autonoma Del Peru,No Homologada
630665b89fa239004bddd4d7,Universidad Alas Peruanas,No Homologada
630665b89fa239004bddd4df,Cpeei. Nuestra Señora De Montserrat,No Homologada
630665b89fa239004bddd4e5,Cepeban,No Homologada
630665b89fa239004bddd4e5,Cepeban,No Homologada
630665b89fa239004bddd4f7,Isil,No Homologada
630665b89fa239004bddd4fe,Instituto De Formación Bancaria,No Homologada
630665b89fa239004bddd507,Idat,No Homologada
630665b89fa239004bddd50e,Instituto Superior Tecnológico Público Julio Cesar Tello,No Homologada
630665b89fa239004bddd516,Universidad Peruana De Ciencias Aplicadas,universidad peruana de ciencias aplicadas s.a.c.
630665b89fa239004bddd516,Instituto De Formación Bancaria Certus,No Homologada
630665b89fa239004bddd51e,Cepeban,No Homologada
630665b89fa239004bddd525,Universidad Privada Del Norte,universidad privada del norte s.a.c.
630665b89fa239004bddd52d,Universidad Cesar Vallejo,No Homologada
630665b89fa239004bddd538,Universidad San Martin De Porres,universidad de san martín de porres
630665b89fa239004bddd541,Instituto Sise,No Homologada
630665b89fa239004bddd549,Centro Peruano De  Estudios Bancarios - Cepeban,No Homologada
630665b89fa239004bddd554,Toulouse Lautrec,No Homologada
630665b89fa239004bddd55a,Isil,No Homologada
630665b89fa239004bddd55a,Avia,No Homologada
630665b89fa239004bddd55a,María Auxiliadora - Breña,No Homologada
630665b89fa239004bddd565,Instituto Superior Tecnológico Argentina,No Homologada
630665b89fa239004bddd565,Cesar Vallejo,No Homologada
630665b89fa239004bddd570,Instituto Del Sur,No Homologada
630665b89fa239004bddd576,Universidad Cesar Vallejo,No Homologada
630665b89fa239004bddd576,Adex,No Homologada
630665b89fa239004bddd57f,Certus,No Homologada
630665b89fa239004bddd586,Certus,No Homologada
630665b89fa239004bddd58c,Instituto Sise,No Homologada
630665b89fa239004bddd593,Icpna,No Homologada
630665b89fa239004bddd593,Universidad Nacional Mayor De San Marcos,universidad nacional mayor de san marcos
630665b89fa239004bddd59c,Universidad San Luis Gonzaga De Ica,No Homologada
630665b89fa239004bddd5a2,Certus,No Homologada
630665b89fa239004bddd5a9,Universidad San Ignacio De Loyola,universidad san ignacio de loyola s.r.l.
630665b89fa239004bddd5af,Universidad Privada Del Norte,universidad privada del norte s.a.c.
630665b89fa239004bddd5b6,Instituto De Formación Bancaria - Ifb Certus,No Homologada
630665b89fa239004bddd5be,Certus,No Homologada
630665b89fa239004bddd5c7,Instituto Sise,No Homologada
630665b89fa239004bddd5ce,Certus,No Homologada
630665b89fa239004bddd5d5,Asociación De Educación Empresarial Continua - Adec,No Homologada
630665b89fa239004bddd5d5,Universidad Cientifica Del Sur,No Homologada
630665b89fa239004bddd5d5,Instituto Superior Sise,No Homologada
630665b89fa239004bddd5de,N° 200 – Pgpe       Tte. Crl “ Alfredo Bonifaz “,No Homologada
630665b89fa239004bddd5e9,Ifb Certus,No Homologada
630665b89fa239004bddd5f0,Ifb Certus,No Homologada
630665b89fa239004bddd5f7,Certus,No Homologada
630665b89fa239004bddd5fe,Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b89fa239004bddd60a,Idat,No Homologada
630665b89fa239004bddd612,Instituto Certus,No Homologada
630665b89fa239004bddd619,Universidad Nacional De Moquegua,universidad nacional de moquegua
630665b89fa239004bddd619,Luis  E. Valcárcel,No Homologada
630665b89fa239004bddd622,Británico,No Homologada
630665b89fa239004bddd629,Colegio El Carmelo,No Homologada
630665b89fa239004bddd630,Instituto Tecnológico Idat,No Homologada
630665b89fa239004bddd644,Universidad Privada Telesup,No Homologada
630665b89fa239004bddd64e,Cibertec,No Homologada
630665b89fa239004bddd655,Universidad,No Homologada
630665b89fa239004bddd65c,Certus,No Homologada
630665b89fa239004bddd65c,Certus,No Homologada
630665b89fa239004bddd665,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
630665b89fa239004bddd665,Colegio Nicolás Copérnico Sjl,No Homologada
630665b89fa239004bddd672,Universidad Privada Del Norte,universidad privada del norte s.a.c.
