candidateId,value,universidad homologada
6310a55b5a5f2e0009f90b3d,Ifb,No Homologada
6310bb804253530009af4875,Campus Los Olivos,No Homologada
6310bb804253530009af4875,Campus Independencia,No Homologada
6310c17b5a5f2e0009f9104b,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
6310c17b5a5f2e0009f9104b,Instituto Superior Certus,No Homologada
6306d777594e18004af0e923,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
6306d777594e18004af0e923,Toribio De Luzuriaga Y Mejía,No Homologada
6310d7429bdb400009f4d8f9,Universidad Privada Del Norte - Unp,Universidad Nacional de Piura
6310d74b516b7b0008ddd58a,Certus,No Homologada
6310f0d01d665a0008703762,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
631109f57e5d980009c79124,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
63110a109bdb400009f4fa94,Unfv,Universidad Nacional Federico Villarreal
63110b239bdb400009f4fb22,Universidad Nacional De San Antonio Abab Del Cusco,universidad nacional de san antonio abad del cusco
63110ef8516b7b0008ddf641,Certus,No Homologada
63111ffb4253530009af7954,Fe Y Alegría N 10,No Homologada
63111ffb4253530009af7954,Universidad Católica Sedes Sapientiae - Ucss,universidad católica sedes sapientiae
6306d802594e18004af0f706,Instituto San Ignacio De Loyola Isil,No Homologada
631124d17e5d980009c79bb5,Instituto Cultural Peruano Norteamericano - Icpna,No Homologada
631124d17e5d980009c79bb5,Universidad Privada De Norte,No Homologada
6306d802594e18004af0f760,Universidad Nacional De Piura,universidad nacional de piura
6306d802594e18004af0fad8,Escuela Nacional De Estadística E Informática,No Homologada
6306d802594e18004af0fad8,Universidad Cesar Vallejo,No Homologada
631168ca7e5d980009c7b5de,Universidad Privada Telesup,No Homologada
6306d853594e18004af100e6,Universidad De San Martín De Porres,universidad de san martín de porres
6306d853594e18004af100e6,Colegio Marianista,No Homologada
631166067e5d980009c7b49c,Universidad Nacional Del Callao,universidad nacional del callao
6306d63d594e18004af0dcc4,Universidad Cesar Vallejo,No Homologada
63118c3f8ad71a0008d6c824,I.e Villa Limatambo 7106,No Homologada
63119faff4622c0008c18647,Universidad Privada Del Norte,universidad privada del norte s.a.c.
63120bce5073940008a1f648,Universidad Privada Del Norte,universidad privada del norte s.a.c.
6306d777594e18004af0f043,Certus,No Homologada
631228135073940008a1fec0,Universidad Tecnologica Del Peru,No Homologada
63122b558ad71a0008d6d60e,Idat,No Homologada
631256826442660008f376b5,Institutoinstitutotecnico Superior De Administración De Empresas,No Homologada
631256826442660008f376b5,Universidad  Privada  Del Norte,universidad privada del norte s.a.c.
6306d82b594e18004af0fe03,Universidad Cesar Vallejo,No Homologada
6306d82b594e18004af0fe03,Universidad Inca Garcilaso De La Vega,No Homologada
6306d82b594e18004af0fe03,Universidad Inca Garcilaso De La Vega,No Homologada
631268290d11cc000ad2efab,Senati,No Homologada
631275810d11cc000ad2f5e1,Sise,No Homologada
6312757d0d11cc000ad2f5de,Centro Peruano De Estudios Bancarios - Cepeban,No Homologada
63127e158ad71a0008d6fd53,Universidad San Ignacio De Loyola - Usil,Universidad San Ignacio de Loyola S.R.L.
631280468ad71a0008d6fe12,Universidad Privada Del Norte - Unp,Universidad Nacional de Piura
631280468ad71a0008d6fe12,Virgen De La Puerta,No Homologada
6306d6dd9fa239004bdf1e7f,Universidad Nacional Mayor De San Marcos,universidad nacional mayor de san marcos
6306d6dd9fa239004bdf1e7f,Universidad Nacional Del Callao,universidad nacional del callao
6306d6dd9fa239004bdf1e7f,Universidad Nacional Mayor De San Marcos,universidad nacional mayor de san marcos
6306d6dd9fa239004bdf1e7f,Liceo Naval Contralmirante Lizardo Montero,No Homologada
6312c8555073940008a244af,Instituto De Educacion Superior Tecnologico Unitek,No Homologada
631242cd6442660008f368a2,"Superintendencia De Transporte Terrestre, Carga Y Mercancias (sutran)",No Homologada
631242cd6442660008f368a2,"Superintendencia De Transporte Terrestre, Carga Y Mercancias (sutran)",No Homologada
631242cd6442660008f368a2,Osce,No Homologada
631242cd6442660008f368a2,Escuela Nacional De Administracion Publica (enap),No Homologada
631242cd6442660008f368a2,Escuela Nacional De Administracion Publica (enap),No Homologada
631242cd6442660008f368a2,Escuela Nacional De Estudios Gubarnamentales (enap),No Homologada
631242cd6442660008f368a2,Escuela Nacional De Estudios Gubarnamentales (enap),No Homologada
631242cd6442660008f368a2,Global Challenge,No Homologada
631242cd6442660008f368a2,"Superintendencia De Transportes Terrestre De Personas, Carga Y Mercancias (sutran)",No Homologada
631242cd6442660008f368a2,"Superintendencia De Transporte Terrestre De Personas, Carga Y Mercancias (sutran)",No Homologada
631242cd6442660008f368a2,Instituto Sudamericano De Capacitacion De Capacitacion Profesional,No Homologada
631242cd6442660008f368a2,Colegio De Licenciados En Administracion De Junin,No Homologada
631242cd6442660008f368a2,Instituto Sudamericano De Capacitacion Profesional,No Homologada
631242cd6442660008f368a2,Universidad Continental De Ciencias E Ingeniería - Ucci,No Homologada
631242cd6442660008f368a2,Universidad Continental De Ciencias E Ingeniería - Ucci,No Homologada
631242cd6442660008f368a2,Universidad Continental De Ciencias E Ingeniería - Ucci,No Homologada
631242cd6442660008f368a2,Universidad Continental De Ciencias E Ingeniería - Ucci,No Homologada
631242cd6442660008f368a2,Universidad Nacional Del Centro Del Peru,universidad nacional del centro del perú
631242cd6442660008f368a2,Universidad Continental De Ciencias E In,No Homologada
631242cd6442660008f368a2,Universidad Nacional Del Centro Del Peru,universidad nacional del centro del perú
631242cd6442660008f368a2,Universidad Continental De Ciencias E Ingenieria,No Homologada
6306d8179fa239004bdf2e21,Certus,No Homologada
6306d777594e18004af0e6b3,Británico,No Homologada
6306d70e9fa239004bdf2150,Idat,No Homologada
631659670d11cc000ad39714,Isil,No Homologada
6317658fe5ee99003f0aa504,Universidad Cesar Vallejo,No Homologada
6306d8179fa239004bdf28a5,Universidad De San Martín De Porres,universidad de san martín de porres
6306d8179fa239004bdf28a5,Colegio Parroquial San José Bellavista Callao,No Homologada
6306d802594e18004af0f4d2,Universidad Privada Del Norte,universidad privada del norte s.a.c.
6306d802594e18004af0f4d2,Icpna,No Homologada
6318d1339bc8d90009563dee,Universidad San Martín De Porres,universidad de san martín de porres
6318d4318a691c00087c1f7f,Instituto De Formación Bancaria - Ifb,No Homologada
6318d73919d98e0008e99674,Instituto Sise,No Homologada
6306d802594e18004af0fa78,Certus,No Homologada
6318fedb1c7bdc00081ba212,Telesup,No Homologada
6318ed821c7bdc00081b9bb6,Universidad Peruana De Ciencias Aplicadas - Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
6318ed821c7bdc00081b9bb6,Instituto De Formación Bancaria - Ifb,No Homologada
631910cf1c7bdc00081bad11,Universidad Nacional Federico Villarreal,universidad nacional federico villarreal
63191dd319d98e0008e9bacd,Universidad Privada Del Norte,universidad privada del norte s.a.c.
6306d777594e18004af0e695,Universidad Nacional Agraria De La Selva - Unas,universidad nacional agraria de la selva
631923ba8a691c00087c48ff,Instituto Idat,No Homologada
6319295d9bc8d900095669c7,I.e Independencia,No Homologada
63192bc91c7bdc00081bb97a,Addis,No Homologada
631948461c7bdc00081bc6f8,Universidad Ricardo Palma,universidad ricardo palma
631948461c7bdc00081bc6f8,Universidad Peruana De Las Américas,No Homologada
631949178a691c00087c5d98,Universidad Cesar Vallejo,No Homologada
63194c678a691c00087c6039,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
63194c678a691c00087c6039,Cepeban,No Homologada
63194f51cfc3230008d96bcc,Universidad Tecnología Del Peru,No Homologada
63194f51cfc3230008d96bcc,I.s.t.p Frederick Winslow Taylor,No Homologada
63194fbd8a691c00087c61c3,Universidad San Ignacio De Loyola - Usil,Universidad San Ignacio de Loyola S.R.L.
6319524bcfc3230008d96d7b,Universidad Tecnologica Del Perú,universidad tecnológica del perú s.a.c.
6319553ccfc3230008d9707e,Instituto Idat,No Homologada
631952331c7bdc00081bccc6,Universidad Privada Del Norte,universidad privada del norte s.a.c.
631955428a691c00087c6662,Zegel Ipae,No Homologada
631955428a691c00087c6662,Ifb - Certus,No Homologada
631956249bc8d90009568215,Unac,Universidad Nacional del Callao
63195614c31a670008a59a1a,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
63195a19c31a670008a59b5f,Universidad De Ciencias Aplicadas,No Homologada
63195a19c31a670008a59b5f,Le Cordon Bleu Peru,No Homologada
63195a578a691c00087c68ff,Universidad Continental,No Homologada
63195a578a691c00087c68ff,Avansys,No Homologada
63195a578a691c00087c68ff,I.s.t. El Buen Pastor,No Homologada
6319593b19d98e0008e9da7b,Zegel Ipae,No Homologada
6319593b19d98e0008e9da7b,Cimas,No Homologada
63195c1c9bc8d900095683da,Universidad Católica Sedes Sapentiae,universidad católica sedes sapientiae
63195ccc8a691c00087c699e,Universidad Nacional Federico Villarreal - Unfv,universidad nacional federico villarreal
63195f8fcfc3230008d973e2,Instituto Sise,No Homologada
6319618c1c7bdc00081bd369,Instituto Telesup,No Homologada
6319635219d98e0008e9dd05,Universidad Privada Del Norte - Upn,Universidad Privada del Norte S.A.C.
6319658d1c7bdc00081bd442,Instituto San Ignacio De Loyola - Isil,No Homologada
6319696a19d98e0008e9def9,Universidad César Vallejo,No Homologada
63196ea59bc8d90009568889,Universidad Privada Del Norte,universidad privada del norte s.a.c.
63196ea59bc8d90009568889,Instituto Computrón,No Homologada
631973088a691c00087c6f3e,Instituto De Formación Bancaria - Ifb,No Homologada
631975f48a691c00087c704f,Universidad De Barcelona,No Homologada
631975f48a691c00087c704f,Universidad De Barcelona,No Homologada
631975f48a691c00087c704f,Sise,No Homologada
63197a058a691c00087c70f6,Universidad Católica Sedes Sapientiae,universidad católica sedes sapientiae
631980c29bc8d90009568cbb,Cibertec,No Homologada
631980c29bc8d90009568cbb,Regina Decor Carmeli,No Homologada
6319834acfc3230008d97c2d,Universidad Jaime Bausate Y Meza,universidad jaime bausate y meza
6319d4a419d98e0008e9e855,Universidad Nacional De Educación Enrique Guzmán Y Valle - La Cantuta,universidad nacional de educación enrique guzmán y valle
631970e119d98e0008e9e008,Instituto Sise,No Homologada
6319ed481c7bdc00081be00c,Universidad Tecnológica Del Perú - Utp,Universidad Tecnológica del Perú S.A.C.
6319ed481c7bdc00081be00c,Instituto De Formación Bancaria - Ifb,No Homologada
6319f23619d98e0008e9eac7,Isam,No Homologada
6319f918c31a670008a5aab8,Instituto Cesca,No Homologada
631a060519d98e0008e9ee89,Universidad Nacional Federico Villarreal,universidad nacional federico villarreal
631a0a761c7bdc00081be6b7,Adex,No Homologada
631a0a84c31a670008a5b075,Certus,No Homologada
631a0c5b9bc8d90009569a0b,Universidad Nacional Mayor De San Marcos,universidad nacional mayor de san marcos
631a10f219d98e0008e9f322,Dgallia,No Homologada
631a10f219d98e0008e9f322,Bartender,No Homologada
631a10f219d98e0008e9f322,Idat,No Homologada
631a18851c7bdc00081becc3,Universidad Alas Peruanas,No Homologada
631a2fc88a691c00087c8c36,Instituto Superior Sise,No Homologada
631a385bc31a670008a5c351,Universidad Privada Del Norte,universidad privada del norte s.a.c.
631a3f051c7bdc00081bf65c,Idat,No Homologada
631a42b1c31a670008a5c591,Universidad Privada Del Norte - Upn,Universidad Privada del Norte S.A.C.
631a46b419d98e0008ea0db4,Universidad César Vallejo,No Homologada
631a4d89c31a670008a5d0ba,Universidad Alas Peruanas - Uap,No Homologada
631a87ca9bc8d9000956d025,Universidad Nacional José Faustino Sánchez Carrión,universidad nacional josé faustino sánchez carrión
631a937167f46700086816ed,Universidad Nacional De La Amazonia Peruana - Unap,universidad nacional de la amazonía peruana
631a9fad8ddb27000869af69,Universidad Ricardo Palma,universidad ricardo palma
631aa33cbac1bc000908be1f,Senati,No Homologada
631aa593469d5700083d41b2,Instituto Superior Sise,No Homologada
631aadcb1c56340008d6ae47,Universidad César Vallejo,No Homologada
631b37501c56340008d6b7f0,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
631b42ff756c7c0009647844,Universidad Nacional Federico Villarreal,universidad nacional federico villarreal
631b42ff756c7c0009647844,I.s.t.p Antenor Orrego Espinoza,No Homologada
631a58a18a691c00087ca0e0,Cesar Vallejo,No Homologada
631a58a18a691c00087ca0e0,Cesar Vallejo,No Homologada
631b42cd469d5700083d4e5a,Ifb Certus,No Homologada
631b42cd469d5700083d4e5a,Andre Vesalio,No Homologada
631b49ddbac1bc000908cbba,Universidad Privada Del Norte,universidad privada del norte s.a.c.
631b50351c56340008d6bb32,Instituto Sise,No Homologada
631b50c01c56340008d6bb34,Cibertec,No Homologada
631b50c01c56340008d6bb34,Universidad Inca Garcilaso De La Vega - Uigv,No Homologada
631b5c451c56340008d6bcc1,Universidad Tecnologica Del Peru,No Homologada
631b596067f4670008682b46,Pontificia Universidad Católica Del Perú,pontificia universidad católica del perú
631b596067f4670008682b46,Universidad Nacional Mayor De San Marcos,universidad nacional mayor de san marcos
631b6664756c7c0009647ded,Cepeban,No Homologada
630fd6fe5a5f2e0009f8de7e,Instituto Cevatur,No Homologada
6306d802594e18004af0f7b4,Icpna,No Homologada
6306d802594e18004af0f7b4,Universidad Nacional Mayor De San Marcos,universidad nacional mayor de san marcos
6306d63c594e18004af0d6ac,Certus,No Homologada
6306d63c594e18004af0d6ac,Certus,No Homologada
631ab7ed1c56340008d6b0ec,Certus,No Homologada
631bcfeabac1bc00090901ac,Idat,No Homologada
631be713756c7c000964a4c3,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
631c9d98bac1bc000909128f,Certus,No Homologada
631cce4a8ddb27000869fe8f,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
631ccfb68ddb27000869fe97,Universidad Privada San Juan Bautista,universidad privada san juan bautista s.a.c.
63195dad9bc8d90009568436,Instituto Idat,No Homologada
631ce60967f4670008686b9e,Universidad Nacional Del Callao,universidad nacional del callao
631d24df1c56340008d70886,Universidad Cesar Vallejo,No Homologada
631d3bcc1c56340008d70aba,Universidad Científica Del Perú - Ucsur,Universidad Científica del Sur S.A.C.
631d3bcc1c56340008d70aba,Centro Peruano De Estudios Bancarios - Cepeban,No Homologada
631d4f6467f4670008687615,Sede Principal - Surco,No Homologada
631e569f67f46700086882cd,Fe Y Alegria N.19 Huaraz,No Homologada
631eb2161c56340008d71f7a,Univesidad Nacional Mayor De San Marcos,No Homologada
631e0d02bac1bc0009092e1d,Idiomas,No Homologada
631e0d02bac1bc0009092e1d,Universidad Privada Antenor Orrego,universidad privada antenor orrego
631f4e5367f4670008689418,Universidad Privada Del Norte,universidad privada del norte s.a.c.
631f4250756c7c000964e3c2,Universidad Cesar Vallejo - Ucv,Universidad César Vallejo S.A.C.
631f5afe844cb4003f2ddb4f,Idat,No Homologada
631f6d2cbc7cdb000972a452,Administracion De Empresas,No Homologada
631fb94bbac1bc0009096a76,Universidad Privada Del Norte - Upn,Universidad Privada del Norte S.A.C.
631fb94bbac1bc0009096a76,Pamer,No Homologada
631f9c0dec32bd0007ba453f,Universidad Privada Del Norte,universidad privada del norte s.a.c.
631f9c0dec32bd0007ba453f,Universidad Mayor De San Marcos,No Homologada
631f5afe844cb4003f2ddb79,Universidad Privada Del Norte,universidad privada del norte s.a.c.
6306d853594e18004af104f4,Ifb Certus,No Homologada
631ff421469d5700083df48f,Universidad Peruana De Ciencias Aplicadas,universidad peruana de ciencias aplicadas s.a.c.
631ff86067f467000868d2f6,Certus,No Homologada
63201345e5ee99003f13749b,Itn - Cibertec,No Homologada
632033cc8ddb2700086a8572,Zegel Ipae,No Homologada
63201345e5ee99003f13743b,Universidad Privada Del Norte - Upn,Universidad Privada del Norte S.A.C.
63201345e5ee99003f13743b,Instituto Tecnológico Del Norte  - Itn,No Homologada
63201345e5ee99003f13743b,Universidad Cesar Vallejo - Ucv,Universidad César Vallejo S.A.C.
63201345e5ee99003f1375e5,Universidad Privada Del Norte ( Upn ),No Homologada
63208bb2756c7c0009654f09,Certus,No Homologada
63208bb2756c7c0009654f09,Isil,No Homologada
632092788ddb2700086a9cf0,Instituto De Formación Bancaria - Ifb,No Homologada
63201345e5ee99003f1372eb,Instituto Tecnológico De Maquinaria Pesada,No Homologada
631f65a1bac1bc0009094a0e,Instituto Idat,No Homologada
6320b774e5ee99003f1552c9,Certus,No Homologada
6320b774e5ee99003f15542b,Istpmaria Rosario Araoz Pinto,No Homologada
6320b774e5ee99003f15525d,Univ Cesar Vallejo,No Homologada
6320b774e5ee99003f15525d,Idat,No Homologada
6320b774e5ee99003f15525d,Telesup,No Homologada
6320b774e5ee99003f1552f3,Certus,No Homologada
63201345e5ee99003f1372b5,Universidad Privada Del Norte,universidad privada del norte s.a.c.
63201345e5ee99003f1372b5,Instituto Cibertec,No Homologada
6320b774e5ee99003f1553bf,Universidad San Juan Bautista,No Homologada
6320b774e5ee99003f155257,Icpna,No Homologada
6320b774e5ee99003f155257,Universidad Nacional De Educación Enrique Guzman Y Valle,universidad nacional de educación enrique guzmán y valle
6320b774e5ee99003f155257,Instituto De Educación Superior Tecnológico Público Argentina,No Homologada
6321097d8ddb2700086ae7ee,Idat,No Homologada
6320b774e5ee99003f15540d,Instituto Superior Cibertec,No Homologada
632152dbdd74a600097821a9,Alas Peruanas,No Homologada
632152dbdd74a600097821a9,Latino,No Homologada
632152dbdd74a600097821a9,Británico,No Homologada
6321f446e5ee99003f166cc4,Universidad Federico Villarreal,No Homologada
6321f446e5ee99003f166cb8,Universidad Nacional Del Callao,universidad nacional del callao
6321f446e5ee99003f166cb8,Colegio Parroquial San Vicente Ferrer,No Homologada
63201345e5ee99003f1375bb,Universidad Privada Del Norte,universidad privada del norte s.a.c.
632099f7e5ee99003f14fae9,Universidad Ean,universidad esan
632356b4e5ee99003f1779dd,Universidad Federico Villarreal,No Homologada
631d38fe469d5700083d9b0e,Universidad Inca Garcilaso De La Vega,No Homologada
631d38fe469d5700083d9b0e,Universidad San Ignacio De Loyola,universidad san ignacio de loyola s.r.l.
63201345e5ee99003f1374e3,Cibertec,No Homologada
632516be4df37200081bb82c,Certus,No Homologada
632356b4e5ee99003f1779e9,Universidad Nacional De San Martín,universidad nacional de san martín
6328b6964df37200081c2259,Cibertec,No Homologada
63290f672ff5e80008d83c43,Universidad Cientifica  Del Sur,No Homologada
632882bba25306003fb01a98,I.s.t.p Capeco,No Homologada
6306d777594e18004af0ec7d,Utp,Universidad Tecnológica del Perú S.A.C.
632b232a35b6d50040d3452e,Universidad César Vallejo,No Homologada
632c74527e473700401d463a,Instituto Idat,No Homologada
632c74527e473700401d4670,Universidad Cesar Vallejo - Ucv,Universidad César Vallejo S.A.C.
632c74527e473700401d4652,Cesar Vallejo,No Homologada
632c74527e473700401d4652,Cepeban,No Homologada
632c74527e473700401d4646,Universidad Tecnológica Latinoamérica En Línea,No Homologada
632c74527e473700401d4646,Universidad Inca Garcilaso De La Vega,No Homologada
632c74527e473700401d4646,Colegio Salesiano San Francisco De Sales,No Homologada
6306d8179fa239004bdf280f,Universidad Inca Garcilaso De La Vega,No Homologada
6306d8179fa239004bdf280f,Corazon Inmaculado School,No Homologada
632c74527e473700401d4664,Univeridad Privada Del Norte,No Homologada
632c74527e473700401d4664,Cepeban - Centro Peruano De Estudios Bancarios,No Homologada
632e17afe0486e000826b8fa,Instituto De Formación Bancaria - Ifb,No Homologada
633757fd7e473700402fbff9,José Cayetano Heredia,No Homologada
6337bc26ea7d3a0008c7b250,Universidad Católica Sedes Sapientiae,universidad católica sedes sapientiae
633aff6832fb480008052f9d,Universidad Autónoma De Ica,universidad autónoma de ica s.a.c.
633aff6832fb480008052fb1,Cesar Vallejo,No Homologada
633aff6832fb480008052fb1,Cesar Vallejo,No Homologada
633aff6832fb480008052fb9,Univesidad César Vallejo,No Homologada
633aff6832fb480008052fd8,Cepeban,No Homologada
633aff6832fb480008052fe0,Centro Peruanos De  Estudios Bancarios,No Homologada
633aff6832fb480008052fff,Certus,No Homologada
633aff6832fb480008053005,Universidad Privada Del Norte,universidad privada del norte s.a.c.
633aff6832fb480008053043,Universidad Privada Del Norte,universidad privada del norte s.a.c.
633aff6832fb48000805304d,Instituto Tecnológico Cibertec,No Homologada
633aff6832fb480008053036,Instituto Sise,No Homologada
633aff6832fb480008053036,Instituto De Formación Bancaria - Ifb,No Homologada
633aff6832fb480008053071,Zegel Ipae,No Homologada
633aff6832fb480008053020,I.s.t.p Carlos Cueto Fernandini,No Homologada
633aff6832fb480008053020,Senati,No Homologada
633aff6832fb480008053020,I.e.p Las Américas,No Homologada
633aff6832fb48000805309a,Instituto Cibertec,No Homologada
633aff6832fb4800080530b6,Sise,No Homologada
633aff6832fb4800080530b6,Instituto De Formación Bancaria Certus,No Homologada
633aff6832fb4800080530b6,Universidad Nacional Federico Villareal,universidad nacional federico villarreal
633aff6832fb4800080530b6,Ie San Miguel,No Homologada
633aff6832fb4800080530f0,República De Cuba 2040,No Homologada
633aff6832fb4800080530a8,Universidad Tecnológica Del Peru,universidad tecnológica del perú s.a.c.
633aff6832fb4800080530c2,Isil,No Homologada
633aff6832fb4800080530c2,Instituto Superior Tecnológico Columbia,No Homologada
633aff6832fb48000805308a,Instituto Ceintpro,No Homologada
633aff6832fb48000805308a,Univercidad Peruana De Los Andes,No Homologada
633aff6832fb48000805308a,Centro De Capacitacion Impakto,No Homologada
633aff6832fb48000805308a,Centro De Capacitacion Impakto,No Homologada
633aff6832fb480008053063,Zegel Ipae,No Homologada
633aff6832fb480008053063,Zegel-ipae,No Homologada
633aff6832fb4800080530e0,Contabilidad,No Homologada
633aff6832fb4800080530e0,I.e Augusto B Leguia,No Homologada
633aff6832fb480008053122,Instituto Certus,No Homologada
633aff6832fb4800080530f8,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
633aff6832fb480008053081,Certus,No Homologada
633aff6832fb480008053135,Universidad Nacional De Tumbes - Unt,universidad nacional de tumbes
633aff6832fb4800080530d7,Santa Rosa,No Homologada
633aff6832fb480008053059,Fundacion Pachacutec,No Homologada
633aff6832fb480008053059,Universidad Nacional Del Callao Unac,universidad nacional del callao
633aff6832fb4800080531d6,Universidad Alas Peruanas,No Homologada
633aff6832fb48000805315c,Certus,No Homologada
633aff6832fb480008053223,Santa Rosa,No Homologada
633aff6832fb4800080531a7,Instituto Arzobipo Loayza,No Homologada
633aff6832fb4800080531a7,Jovenes Productivos,No Homologada
633aff6832fb4800080531a7,Instituto De Formación Empresarial,No Homologada
633aff6832fb4800080531a7,Colegio Estados Unidos,No Homologada
633aff6832fb4800080531f7,Certus,No Homologada
633aff6832fb4800080531f7,Iisep,No Homologada
633aff6832fb4800080531c5,I.e Ee.uu,No Homologada
633aff6832fb4800080531c5,I.e Ee.uu,No Homologada
633aff6832fb48000805316e,Sise,No Homologada
633aff6832fb480008053183,Iisep,No Homologada
633aff6832fb480008053183,I.e Fe Y Alegría N13,No Homologada
633aff6832fb4800080531dd,Inglés Basico Civime,No Homologada
633aff6832fb4800080531dd,Instituto Superior Privado Cevatur-peru,No Homologada
633aff6832fb4800080531dd,Colegio C.n.i “ La Alborada Francesa”,No Homologada
633aff6832fb48000805312b,Utp,Universidad Tecnológica del Perú S.A.C.
633aff6832fb48000805312b,Certus,No Homologada
633aff6832fb48000805322b,Isam,No Homologada
633aff6832fb48000805322b,Certus,No Homologada
633aff6832fb480008053149,Instituto Telesup,No Homologada
633aff6832fb4800080531cc,Certus,No Homologada
633aff6832fb4800080531cc,Itsumo Isho,No Homologada
633aff6832fb4800080531f0,Universidad Cientifica Del Peru,No Homologada
633aff6832fb48000805320a,Itae,No Homologada
633aff6832fb4800080531ff,Universidad Nacional Mayor De San Marcos,universidad nacional mayor de san marcos
633aff6832fb4800080531e8,Itp Cesca,No Homologada
633aff6832fb48000805319c,Instituto Sise,No Homologada
633aff6832fb480008053270,Universidad Alas Peruanas,No Homologada
633aff6832fb480008053266,Certus,No Homologada
633aff6832fb480008053278,Instituto De Formación Bancaria - Ifb,No Homologada
633aff6832fb4800080531b6,Paul Müller,No Homologada
633aff6832fb4800080531b6,I.e César Vallejo,No Homologada
633aff6832fb48000805327e,Garcilaso De La Vega,No Homologada
633aff6832fb480008053287,Garcilaso De La Vega,No Homologada
633aff6832fb4800080532a8,Ifb Certus,No Homologada
633aff6832fb4800080532b3,Isil,No Homologada
633aff6832fb4800080532bd,Universidad Cesar Vallejo,No Homologada
633aff6832fb4800080532c9,Certus,No Homologada
633aff6832fb480008052f93,Universidad Privada Del Norte,universidad privada del norte s.a.c.
633aff6832fb4800080532da,Instituto Sise,No Homologada
633aff6832fb4800080532e9,Universidad Privada Del Norte,universidad privada del norte s.a.c.
633aff6832fb480008053211,Cevatur Perú,No Homologada
633aff6832fb480008053211,Ceesma San Francisco,No Homologada
633aff6832fb480008053211,10029,No Homologada
633aff6832fb4800080532fb,Universidad Nacional Del Callao - Unac,universidad nacional del callao
633aff6832fb48000805330e,Universidad Alas Peruanas,No Homologada
633aff6832fb48000805331b,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
633aff6832fb480008053327,Universidad Privada Del Norte,universidad privada del norte s.a.c.
633aff6832fb48000805332e,Universidad Privada Del Norte - Upn,Universidad Privada del Norte S.A.C.
633b5803ea7d3a0008c824d9,Inca Garcilaso De La Vega,No Homologada
6306d802594e18004af0f8da,Universidad San Ignacio Del Loyola,universidad san ignacio de loyola s.r.l.
633fd4e0ed0d7a00076650fb,San Ignacio De Loyola,universidad san ignacio de loyola s.r.l.
63102bd89bdb400009f4c393,Ifb Certus,No Homologada
63102ceb1d665a00087019b7,Utp,Universidad Tecnológica del Perú S.A.C.
63103c869bdb400009f4c727,Instituto Certus,No Homologada
6310407c9bdb400009f4c7f6,Uap,No Homologada
631042e25a5f2e0009f9065a,Certus,No Homologada
631055a2516b7b0008ddc757,Certus,No Homologada
63109ec27e5d980009c7658b,Idat,No Homologada
6310aabe516b7b0008ddcacf,Alas Peruanas,No Homologada
6310bfd54253530009af4988,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
6310bfd54253530009af4988,Instituto Superior Certus,No Homologada
6310cc964253530009af4d77,Universidad Privada Del Norte,universidad privada del norte s.a.c.
6310cc964253530009af4d77,Instituto Cibertec,No Homologada
6310cc964253530009af4d77,Institución Británico,No Homologada
6310d006516b7b0008ddd289,Instituto De Formación Bancaria - Ifb,No Homologada
6310d21d1d665a0008702d91,Sise,No Homologada
6310d21d1d665a0008702d91,Miguel Grau Seminario,No Homologada
6310d6415a5f2e0009f9172b,Ifb Certus,No Homologada
6310de515a5f2e0009f9198e,Universidad Peruana De Ciencias E Informatica,No Homologada
6310e0c31d665a0008703135,Certus,No Homologada
6310f5417e5d980009c78142,Universidad Tecnologica Del Perú,universidad tecnológica del perú s.a.c.
6310f5417e5d980009c78142,Certus,No Homologada
631104575a5f2e0009f9304e,Universidad Privada Del Norte,universidad privada del norte s.a.c.
631110845a5f2e0009f938c0,Senati,No Homologada
63111c1c7e5d980009c797ab,Universidad Upc,No Homologada
63111c1c7e5d980009c797ab,Ifb Certus,No Homologada
63112c8d9bdb400009f50857,Universidad Privada Del Norte,universidad privada del norte s.a.c.
63112c8d9bdb400009f50857,Santo Tomas,No Homologada
63113bbd4253530009af851d,Universidad Cesar Vallejo,No Homologada
63113bbd4253530009af851d,Universidad Cesar Vallejo,No Homologada
6311438c4253530009af889e,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
6311438c4253530009af889e,Cepeban,No Homologada
63115be24253530009af926a,Certus,No Homologada
63115f954253530009af9439,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
63115f954253530009af9439,Cepeban,No Homologada
631168355a5f2e0009f95ad1,Universidad De Ciencias Aplicadas,No Homologada
